Date & Time,WAHDAT COLONY,SUTLAJ,CLIFTON COLONY,NEELUM,HUNZA,G IQBAL,SPARCO,RAZA,CANAL VIEW,INDUSTRIAL-II,MUSTAFA TOWN-II,UNIVERSITY,AUBIA,SHAH KAMAL,ZAID HOSPITAL,MOHD PURA,KIDNEY CENTER,MOTA SINGH WALA,GOHAWA,HAIR,ASKARI-II,EXPRESS,DEFENCE RAYA COUNTRY,PACE WOOD,BD-3,BD-10,SECTOR-M,EXPRESS -3 ,LEEL,BABU MEHAR TOWN,HAJI  PARK,L-BLOCK PHASE-V,D-BLOCK PHASE-V,BD -9,FEEDER-1 SECTOR A&B (EXTN) ,FEEDER-6 SECTOR K,FEEDER-12 SECTOR G,FEEDER-10  SECTOR A,EXPRESS FEEDER 4 PHASE-V
2020-10-21,1065.46,606.512,804.64,957.3960000000001,723.392,1128.7759999999998,679.22,465.35600000000005,832.572,1414.7,536.8000000000001,849.184,850.9080000000001,1158.052,445.952,710.5360000000001,99.628,466.34400000000005,1205.592,1404.7439999999997,355.50399999999996,497.302,426.91599999999994,88.99600000000001,41.968,117.92,13.771999999999998,299.77000000000004,484.312,1259.472,1380.792,435.416,366.368,125.70600000000002,440.28200000000004,264.3,658.6759999999999,299.134,1061.632
2020-10-28,918.3799999999999,438.15200000000004,741.692,748.912,610.752,969.696,616.576,390.908,730.184,1143.96,437.96,741.816,815.176,982.0799999999999,177.69600000000003,600.972,100.454,412.944,1030.528,1226.944,300.796,407.314,386.11400000000003,75.856,35.528,109.28999999999999,10.784,295.46200000000005,407.71999999999997,1086.568,1171.1639999999998,354.94399999999996,296.632,116.41199999999999,334.45,193.11700000000002,528.8720000000002,209.052,885.0559999999999
2020-11-04,854.79,426.2989999999999,681.4,609.438,580.731,898.7520000000001,523.626,369.74,755.323,961.117,476.24899999999997,756.896,697.684,857.1560000000001,227.95499999999998,554.64,111.861,400.501,981.4080000000001,1292.328,277.444,398.10400000000004,356.9220000000001,71.168,38.764,104.50999999999999,12.724,301.234,367.008,1074.504,1142.8600000000001,338.72,276.624,119.19800000000001,311.928,170.912,420.41200000000003,242.63600000000002,843.36
2020-11-11,792.015,389.82800000000003,615.5920000000001,649.004,531.6999999999999,835.728,535.6560000000001,347.132,700.84,818.121,480.224,747.5519999999999,568.8639999999999,774.552,204.11999999999998,506.444,84.624,397.512,863.72,1258.5100000000002,274.16600000000005,402.05999999999995,340.13800000000003,63.455,41.06,104.36,12.700000000000001,301.20799999999997,355.055,972.713,1055.0040000000001,312.168,270.38,116.91000000000001,352.0,188.112,374.72,246.74800000000002,785.8159999999999
2020-11-18,760.795,363.50299999999993,652.157,655.669,524.406,849.405,420.46299999999997,327.42499999999995,698.211,923.6110000000001,453.56600000000003,786.648,597.221,695.0680000000001,205.093,475.264,77.96,414.78399999999993,820.5439999999999,1162.84,267.812,393.316,343.1940000000001,64.51299999999999,35.86000000000001,103.49,11.282,272.75600000000003,374.94800000000004,921.76,1028.976,308.63200000000006,276.288,104.632,336.928,161.37599999999998,455.712,217.72,767.216
2020-11-25,755.4549999999999,413.25,668.3240000000001,583.814,523.992,834.6669999999999,525.509,336.437,701.1439999999999,1022.5879999999997,436.5319999999999,742.912,757.996,690.696,125.602,462.696,86.702,420.832,811.768,1188.1440000000002,270.852,375.17,345.74800000000005,66.264,36.536,104.7,11.3,274.10200000000003,368.83199999999994,887.024,1031.2160000000001,319.864,283.936,102.244,319.846,165.728,517.048,206.90800000000002,789.16
2020-12-02,763.0150000000001,403.86400000000003,662.82,555.02,524.5260000000001,825.03,467.98800000000006,334.552,680.08,944.4700000000001,432.828,709.3799999999999,753.8000000000001,692.1,321.156,476.244,86.092,433.408,839.313,1263.025,268.462,387.92,339.376,64.742,37.728,104.49999999999999,14.448000000000002,275.79,321.391,899.914,1019.848,317.43600000000004,275.28599999999994,104.42999999999999,336.202,196.16,454.64,247.286,785.164
2020-12-09,791.9,357.824,565.9560000000001,630.944,537.06,908.427,490.145,336.772,714.4490000000001,809.1700000000001,359.57000000000005,790.984,638.548,705.936,413.96000000000004,477.544,77.91999999999999,427.34000000000003,819.7680000000001,1282.592,298.10400000000004,406.86600000000004,350.99600000000004,66.029,34.616,104.46,12.292,264.39599999999996,392.352,902.0039999999999,1007.324,348.41600000000005,321.448,99.478,342.716,187.26399999999998,463.92600000000004,221.602,696.328
2020-12-16,874.46,373.59999999999997,675.53,612.05,597.128,1080.112,379.704,378.48499999999996,763.8720000000001,1055.368,363.616,966.24,759.2439999999999,750.932,508.40000000000003,504.75999999999993,80.15199999999999,451.12,854.532,1364.016,356.90000000000003,472.702,396.20599999999996,71.082,34.632,106.97999999999999,14.36,265.47999999999996,401.736,1039.356,1090.896,429.53599999999994,413.408,111.74600000000001,393.61300000000006,198.584,638.222,270.652,757.168
2020-12-23,885.6,381.346,807.4399999999999,561.2090000000001,598.0050000000001,1079.084,365.20400000000006,389.382,748.856,971.0800000000002,422.268,882.2479999999999,734.84,759.3040000000001,465.216,529.352,86.928,505.428,871.155,1482.896,364.39199999999994,465.978,381.904,71.95,31.344,106.98,11.622000000000002,267.336,376.23900000000003,1028.123,1052.9520000000002,437.568,432.6,112.261,376.24600000000004,216.20600000000002,590.426,220.596,780.384
2020-12-30,809.92,371.706,753.088,479.809,529.5300000000001,964.031,459.773,358.09900000000005,667.63,828.4879999999999,387.84799999999996,778.0450000000001,688.504,681.1500000000001,419.38800000000003,472.53999999999996,79.806,496.61400000000003,712.352,1383.7630000000001,329.57,407.67400000000004,350.53000000000003,70.601,31.261999999999993,94.17999999999999,11.958,238.43599999999998,321.389,946.1220000000001,953.2240000000002,387.91999999999996,386.176,126.158,385.158,261.798,587.58,275.11,716.576
2021-01-07,933.9507543391189,459.9107252085264,779.8147468750001,739.0149899306332,658.2116256624616,1118.8776961186024,495.04788675566215,432.51140620614376,738.8294802255696,1094.3910777479891,436.61662055156785,922.6781871015568,934.2133453001641,814.2069132747284,442.79681340234265,560.9602091359384,86.96658689217759,473.9942618025752,944.9645152425288,1578.1335597935831,365.40968650348077,495.2933290394848,403.19903431609475,84.45392747641509,38.13722807666691,110.76914285714285,13.37149740705573,338.8921973263039,440.6985671641791,1091.5411921589443,1135.6444255319147,442.2820697467793,424.9711120431396,152.59314555353902,491.94387195985075,391.0859369653309,690.597727445672,318.09593215252875,803.9304494692453
2021-01-14,979.2900000000001,478.17,755.385,660.465,639.3050000000001,1200.775,485.955,428.88,816.8900000000001,1179.065,486.565,1086.26,988.835,824.9000000000001,469.13,569.4300000000001,89.62,496.7799999999999,933.8060000000002,1680.68,389.65500000000003,534.8570000000001,441.512,87.273,36.085,111.08,14.776,361.45200000000006,454.845,1136.21,1118.3799999999997,498.72999999999996,518.145,200.709,554.317,296.334,752.6690000000001,346.63200000000006,851.6989999999998
2021-01-21,891.3650000000001,460.92,669.4000000000001,549.42,596.91,1068.98,498.995,400.425,785.835,976.5649999999999,466.05,1020.1600000000001,960.2199999999999,760.395,432.49,530.32,77.3,422.59,872.1999999999999,1554.74,336.32000000000005,453.034,386.446,77.185,40.94,106.43000000000002,14.48,314.834,365.16999999999996,1068.58,1083.6100000000001,428.29,395.32000000000005,131.34799999999998,499.41999999999996,224.97000000000003,576.56,293.194,760.44
2021-01-28,831.09,427.43500000000006,558.26,468.2,570.245,979.8999999999999,460.14500000000004,371.48,746.653,756.3290000000002,446.494,948.6700000000001,948.8499999999999,721.9699999999999,295.334,501.87,83.147,398.75,842.5200000000001,1450.61,307.34999999999997,402.922,338.256,69.42500000000001,40.870000000000005,101.67,11.105,286.728,293.14000000000004,1001.246,1017.05,378.03,349.16,119.68599999999999,380.29,162.98499999999999,453.335,209.48000000000002,693.55
2021-02-04,800.115,420.33,564.215,646.21,525.2700000000001,932.1200000000001,422.875,344.48,708.923,755.1129999999999,423.16400000000004,894.7699999999999,748.48,691.31,356.35200000000003,471.43999999999994,79.19200000000001,377.247,846.52,1296.75,276.78,375.7060000000001,333.634,65.69500000000001,35.80499999999999,102.53000000000002,11.005,280.87,280.98,981.9050000000001,942.6700000000001,337.06,324.3,113.09199999999998,270.7800000000001,159.437,362.43500000000006,229.445,629.28
2021-02-11,778.9749999999999,422.87,569.0619999999999,624.51,511.735,869.6749999999998,430.32,340.0,710.9180000000001,927.939,368.42100000000005,824.884,615.7539999999999,684.81,349.274,468.7199999999999,85.101,365.05,833.1000000000001,1242.49,261.93,384.32599999999996,336.61600000000004,65.94200000000001,35.185,103.17,13.21,281.55600000000004,387.565,977.8749999999999,963.855,305.91,296.64,102.038,329.845,185.74999999999997,464.17999999999995,227.185,569.88
